url,label
"https://firehouse.com/news/top-headlines/companies-recall-fuel-gel-linked-fire-deaths",benign
"https://unitystydiying.top/search.php",phishing
"https://amf-online.de/cli/files/archives/upload/html/register_user/index.html?5BWVIFC36F9K73BWQNBHT816QW7B4XN99J4QZGT6V3Q362ZVOADIHDN9AUJER8MZRQQQ7JW3LM6QO5MDEZVWDJ5ODO36VO6MEVDLFAN2WSSLXEYBET9SCDGQ2JVX81KMWY8B9VC6O5QLJPXYI7QVJ8MLQHJYI4KE3SQA?ios\\%20autenticado&amp;am",phishing
"https://whoismark.net/klfq8.net",benign
"https://userimg.edomestico.com/",phishing
"https://rannochandtummelcommunitycouncil.weebly.com/minutes-16-feb-2011.html",benign
"https://www.semafoods.com/store.steamgame/gift/",phishing
"https://bit.ly/WPe2kx",phishing
"https://lyrics.wikia.com/Vanessa_Hudgens:Say_OK",benign
"https://paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8590.ch1.firstitsolution.com/",phishing
"https://paypal.com.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.bssolders.com/002381108b5f35ce8a829b501db5e3dc/",phishing
"https://bjcurio.com/js/index.htm?http:",phishing
"https://www.bodytalksystem-wien.at/plugins/editors/tinymce/jscripts/tiny_mce/plugins/visualchars/langs/en.txt",phishing
"https://nhl.com/ice/preview.htm?id=2011020002",benign
"https://users.swing.be/videos/",benign
"https://usacitiesonline.com/kscountydodgecity.htm",benign
"https://amazon.ca/Return-Blue-Lagoon-Brian-Krause/dp/6302280222",benign
"https://manta.com/c/mtrthj0/robert-schwartz",benign
"https://sydpainting.com.au/file/",phishing
"https://bluegummotorinn.street-directory.com.au/",benign
"https://221.194.44.194:9633/FDSA",phishing
"https://lpmxp2047.com",phishing
"https://www.remorquesfranc.net/8805920a848b5f35a54cbc7caec7efbb/Confirm.php",phishing
"https://cmsmithportraits.com/",benign
"https://amazon.com/Capetians-France-987-1330-Jim-Bradbury/dp/1852855282",benign
"https://go.fiveminutevideomarketing.com/wp-content/themes/twentyten/languages/v/login.php",phishing
"https://en.wikipedia.org/wiki/Harold_G._Henderson",benign
"https://posturepals.es/inst1.exe",phishing
"https://fdalawblog.net/fda_law_blog_hyman_phelps/2010/04/fda-sued-by-animal-rights-advocates-and-ear-holistic-candle-advocates.html",benign
"https://blog.bomoo.com/pin/wp-content/plugins/hello-dolly/3380283774/241250503/",phishing
"https://youtube.com/watch?v=EKMPf737pp0",benign
"https://moneyhabbo.rel7.com/",phishing
"https://krotzons.com/pCntrlde/webscr_prim.php?sdr01=ai12ZXJob2V2ZW5AdC1vbmxpbmUuZGU",phishing
"https://uchasa.typepad.com/blog/2011/11/descended-like-vultures-mp3-music.html",benign
"https://8thstreet.com/Product.asp?ProductCode=40333&Category=Keyboard_Accessories",benign
"https://santamariaog.com/TCCBC/adbb/ad/index.html",phishing
"https://justanswer.com/pontiac/3a8o7-2006-pontiac-grand-prix-occasionally-stalls-when-slowing-down.html",benign
"https://blogs.kansas.com/haveyouheard/tag/krzz-96-3-fm/",benign
"https://jjdstorage.com/image/userfiles/paypal-com.webscrcgilogin.dispatch.455935L4RQUSF942L5Lfdsqf/MGen/F905f49af54b6a04aa58d279a4bf5e910/?dispatch=HOUdp0q4VtjHE4YWe8K1EacfVCtDffhX4catcBx74RPJWOFaWp",phishing
"https://frsct.com.au/wsus/eBayISAPI.dII/?SignIn&ru=www.ebay.com/",phishing
"https://houseofkittyblog.com/2008/08/14/hello-kitty-cupcakes/",benign
"https://tsn.ca/mlb/story/?id=369360",benign
"https://scalateam.com/lennart/eu/",phishing
"https://mylife.com/denis-papineau",benign
"https://bvautumncolorrun.com/wp-content/themes/minamaze/lib/extentions/prettyPhoto/images/78672738612836.txt",phishing
"https://australiansoundinstitute.com/wp-includes/css/reh.htm",phishing
"https://tva.gov/heritage/norris/index.htm",benign
"https://magentoeksperten.no/wordpress/wp-content/themes/twentythirteen/images/doo/googledoc2/index.htm",phishing
"https://shortopedia.com/A/D/Adult_models__page2",benign
"https://center-resolution-kalapion-a898az987da987login48az89d4a9.theinternetcashflow.co.uk/",phishing
"https://librarything.com/author/galtjohn",benign
"https://bsa452.org/Resources/comcast/jpg/4cd8c1e04cf543f3e0a8bfe7caa137da/",phishing
"https://amazon.co.uk/Miss-Pettigrew-Lives-Persephone-Classics/dp/190646202X",benign
"https://www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=spytnxxus.battle.net/d3/en/index&",phishing
"https://moviefone.com/movie/corey-for-the-people/1085422/credits",benign
"https://atvsource.com/manufacturers/honda/2003/rubicon.htm",benign
"https://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqLENq4I7hEUk7W7I3eMo1BiSXY1SDfARCt57MWEgmuLWNRAqsU5GZr6-euLdxfpbhkZ_I37iq3IHWqU3dDzEriE9O3xIWYgamvdR2wDjvnQjOeRiepbpCU7KbzfxwVzqDkGxwrAeCIZsPF9LKf1V0rwT09RBDqjxHjgo5jym2YJFPC0YdI6uRqILCyRZ5VwY5OLd8jXzmcmJ9s3xYI16O6Z_-V2w\\%3D\\%3D&amp;attredirects=2",phishing
"https://spawwisle.pl/wp-admin/Redirect.php",phishing
"https://www.genuinemusic.nl/introeng.htm",benign
"https://arbiter.wipo.int/domains/decisions/html/2001/d2001-0916.html",benign
